[claude-sonnet-5 curve r1] correct=fouis probe_acc=0.20 argmax=['fouis', 'ivuia', 'ivuia', 'ivuia', 'ivuia']
[claude-sonnet-5 curve r15] correct=goteg probe_acc=0.00 argmax=['csbri', 'csbri', 'csbri', 'csbri', 'csbri']
[claude-sonnet-5 curve r16] correct=hlpof probe_acc=1.00 argmax=['hlpof', 'hlpof', 'hlpof', 'hlpof', 'hlpof']
[claude-sonnet-5 curve r17] correct=dzgum probe_acc=1.00 argmax=['dzgum', 'dzgum', 'dzgum', 'dzgum', 'dzgum']
[claude-sonnet-5 curve r18] correct=gwhah probe_acc=1.00 argmax=['gwhah', 'gwhah', 'gwhah', 'gwhah', 'gwhah']
[claude-sonnet-5 curve r19] correct=bpcgh probe_acc=0.40 argmax=['bpcgh', 'etiob', 'bpcgh', 'etiob', 'etiob']
[claude-sonnet-5 curve r20] correct=dqnnu probe_acc=0.20 argmax=['dqdtu', 'dqdtu', 'dqnnu', 'dqdtu', 'dqdtu']
[claude-sonnet-5 curve r1] correct=euktf probe_acc=0.20 argmax=['euktf', 'apeaz', 'apeaz', 'apeaz', 'apeaz']
[claude-sonnet-5 curve r2] correct=fcabt probe_acc=1.00 argmax=['fcabt', 'fcabt', 'fcabt', 'fcabt', 'fcabt']
[claude-sonnet-5 curve r3] correct=itebt probe_acc=0.80 argmax=['itebt', 'lyqsu', 'itebt', 'itebt', 'itebt']
[claude-sonnet-5 curve r4] correct=jlbra probe_acc=0.80 argmax=['jlbra', 'hccqg', 'jlbra', 'jlbra', 'jlbra']
[claude-sonnet-5 curve r5] correct=cknzw probe_acc=0.00 argmax=['gxdql', 'gxdql', 'gxdql', 'gxdql', 'gxdql']
[claude-sonnet-5 curve r6] correct=jxfhg probe_acc=0.20 argmax=['jxfhg', 'efhnp', 'efhnp', 'efhnp', 'efhnp']
[claude-sonnet-5 curve r7] correct=muizb probe_acc=1.00 argmax=['muizb', 'muizb', 'muizb', 'muizb', 'muizb']
[claude-sonnet-5 curve r8] correct=mbcdw probe_acc=0.20 argmax=['mbcdw', 'hpjgx', 'hpjgx', 'hpjgx', 'hpjgx']
[claude-sonnet-5 curve r9] correct=imqwf probe_acc=0.60 argmax=['imqwf', 'giosf', 'imqwf', 'imqwf', 'giosf']
[claude-sonnet-5 curve r10] correct=bqzza probe_acc=0.00 argmax=['ayoss', 'ayoss', 'ayoss', 'ayoss', 'ayoss']
[claude-sonnet-5 curve r11] correct=ctcow probe_acc=0.80 argmax=['ctcow', 'oqoma', 'ctcow', 'ctcow', 'ctcow']
[claude-sonnet-5 curve r12] correct=dsooz probe_acc=1.00 argmax=['dsooz', 'dsooz', 'dsooz', 'dsooz', 'dsooz']
[claude-sonnet-5 curve r13] correct=nvlzl probe_acc=0.80 argmax=['nvlzl', 'mvrkk', 'nvlzl', 'nvlzl', 'nvlzl']
[claude-sonnet-5 curve r14] correct=dvahv probe_acc=0.20 argmax=['dvahv', 'eizoe', 'eizoe', 'eizoe', 'eizoe']
[claude-sonnet-5 curve r15] correct=ngieo probe_acc=0.00 argmax=['mbbdh', 'mbbdh', 'mbbdh', 'mbbdh', 'mbbdh']
[claude-sonnet-5 curve r16] correct=dthug probe_acc=0.20 argmax=['dthug', 'acyyr', 'acyyr', 'acyyr', 'acyyr']
[claude-sonnet-5 curve r17] correct=egjvz probe_acc=1.00 argmax=['egjvz', 'egjvz', 'egjvz', 'egjvz', 'egjvz']
[claude-sonnet-5 curve r18] correct=goese probe_acc=0.60 argmax=['goese', 'pmqwp', 'goese', 'fpkcs', 'goese']
[claude-sonnet-5 curve r19] correct=hweog probe_acc=0.80 argmax=['hweog', 'eukuw', 'hweog', 'hweog', 'hweog']
[claude-sonnet-5 curve r20] correct=bjyid probe_acc=0.00 argmax=['bwqev', 'bwqev', 'bwqev', 'bwqev', 'bwqev']
[claude-sonnet-5 curve r1] correct=euktf probe_acc=0.20 argmax=['euktf', 'apeaz', 'apeaz', 'apeaz', 'apeaz']
[claude-sonnet-5 curve r2] correct=fcabt probe_acc=1.00 argmax=['fcabt', 'fcabt', 'fcabt', 'fcabt', 'fcabt']
[claude-sonnet-5 curve r3] correct=itebt probe_acc=1.00 argmax=['itebt', 'itebt', 'itebt', 'itebt', 'itebt']
[claude-sonnet-5 curve r4] correct=jlbra probe_acc=1.00 argmax=['jlbra', 'jlbra', 'jlbra', 'jlbra', 'jlbra']
[claude-sonnet-5 curve r5] correct=cknzw probe_acc=0.00 argmax=['gxdql', 'gxdql', 'gxdql', 'gxdql', 'gxdql']
[claude-sonnet-5 curve r6] correct=jxfhg probe_acc=0.20 argmax=['jxfhg', 'efhnp', 'efhnp', 'efhnp', 'efhnp']
[claude-sonnet-5 curve r7] correct=muizb probe_acc=1.00 argmax=['muizb', 'muizb', 'muizb', 'muizb', 'muizb']
[claude-sonnet-5 curve r8] correct=mbcdw probe_acc=0.20 argmax=['mbcdw', 'hpjgx', 'hpjgx', 'hpjgx', 'hpjgx']
[claude-sonnet-5 curve r9] correct=imqwf probe_acc=0.80 argmax=['imqwf', 'giosf', 'imqwf', 'imqwf', 'imqwf']
[claude-sonnet-5 curve r10] correct=bqzza probe_acc=0.00 argmax=['ayoss', 'ayoss', 'ayoss', 'ayoss', 'ayoss']
[claude-sonnet-5 curve r11] correct=ctcow probe_acc=0.80 argmax=['ctcow', 'oqoma', 'ctcow', 'ctcow', 'ctcow']
[claude-sonnet-5 curve r12] correct=dsooz probe_acc=1.00 argmax=['dsooz', 'dsooz', 'dsooz', 'dsooz', 'dsooz']
[claude-sonnet-5 curve r13] correct=nvlzl probe_acc=0.80 argmax=['nvlzl', 'mvrkk', 'nvlzl', 'nvlzl', 'nvlzl']
[claude-sonnet-5 curve r14] correct=dvahv probe_acc=0.20 argmax=['dvahv', 'eizoe', 'eizoe', 'eizoe', 'eizoe']
[claude-sonnet-5 curve r15] correct=ngieo probe_acc=0.00 argmax=['mbbdh', 'mbbdh', 'mbbdh', 'mbbdh', 'mbbdh']
[claude-sonnet-5 curve r16] correct=dthug probe_acc=0.80 argmax=['dthug', 'acyyr', 'dthug', 'dthug', 'dthug']
[claude-sonnet-5 curve r17] correct=egjvz probe_acc=1.00 argmax=['egjvz', 'egjvz', 'egjvz', 'egjvz', 'egjvz']
[claude-sonnet-5 curve r18] correct=goese probe_acc=0.60 argmax=['goese', 'pmqwp', 'goese', 'pmqwp', 'goese']
[claude-sonnet-5 curve r19] correct=hweog probe_acc=1.00 argmax=['hweog', 'hweog', 'hweog', 'hweog', 'hweog']
[claude-sonnet-5 curve r20] correct=bjyid probe_acc=0.00 argmax=['bwqev', 'bwqev', 'bwqev', 'bwqev', 'bwqev']
[claude-haiku-4-5-20251001 curve r1] correct=fouis probe_acc=0.20 argmax=['fouis', 'ivuia', 'ivuia', 'kaqve', 'ivuia']
[claude-haiku-4-5-20251001 curve r2] correct=pzccb probe_acc=0.40 argmax=['pzccb', 'pzccb', 'cmhtq', 'cmhtq', 'cmhtq']
[claude-haiku-4-5-20251001 curve r3] correct=fttbz probe_acc=0.80 argmax=['fttbz', 'iqtct', 'fttbz', 'fttbz', 'fttbz']
[claude-haiku-4-5-20251001 curve r4] correct=psbrj probe_acc=0.20 argmax=['psbrj', 'ieuim', 'ieuim', 'ieuim', 'ieuim']
[claude-haiku-4-5-20251001 curve r5] correct=mpyfu probe_acc=0.00 argmax=['raezz', 'raezz', 'raezz', 'raezz', 'raezz']
[claude-haiku-4-5-20251001 curve r6] correct=mjriu probe_acc=0.20 argmax=['mjriu', 'oznwj', 'lvdex', 'lvdex', 'lvdex']
[claude-haiku-4-5-20251001 curve r7] correct=hggkd probe_acc=1.00 argmax=['hggkd', 'hggkd', 'hggkd', 'hggkd', 'hggkd']
[claude-haiku-4-5-20251001 curve r8] correct=ooeff probe_acc=0.20 argmax=['ooeff', 'cvqmd', 'cvqmd', 'cvqmd', 'cvqmd']
[claude-haiku-4-5-20251001 curve r9] correct=agxwg probe_acc=0.40 argmax=['agxwg', 'cpciv', 'agxwg', 'ctasz', 'cpciv']
[claude-haiku-4-5-20251001 curve r10] correct=cwjsq probe_acc=0.00 argmax=['saxkl', 'saxkl', 'saxkl', 'saxkl', 'saxkl']
[claude-haiku-4-5-20251001 curve r11] correct=ljrdu probe_acc=0.20 argmax=['ljrdu', 'hpquf', 'hpquf', 'hpquf', 'hpquf']
[claude-haiku-4-5-20251001 curve r12] correct=blrey probe_acc=0.60 argmax=['blrey', 'blrey', 'blrey', 'fcivd', 'fcivd']
[claude-haiku-4-5-20251001 curve r13] correct=bwfty probe_acc=0.80 argmax=['bwfty', 'herbv', 'bwfty', 'bwfty', 'bwfty']
[claude-haiku-4-5-20251001 curve r14] correct=cssei probe_acc=0.40 argmax=['cssei', 'evkae', 'cssei', 'evkae', 'evkae']
[claude-haiku-4-5-20251001 curve r15] correct=goteg probe_acc=0.00 argmax=['csbri', 'csbri', 'csbri', 'csbri', 'csbri']
[claude-haiku-4-5-20251001 curve r16] correct=hlpof probe_acc=0.20 argmax=['hlpof', 'gaimt', 'gaimt', 'gaimt', 'khzyj']
[claude-haiku-4-5-20251001 curve r17] correct=dzgum probe_acc=1.00 argmax=['dzgum', 'dzgum', 'dzgum', 'dzgum', 'dzgum']
[claude-haiku-4-5-20251001 curve r18] correct=gwhah probe_acc=0.60 argmax=['gwhah', 'feeiw', 'cmedn', 'gwhah', 'gwhah']
[claude-haiku-4-5-20251001 curve r19] correct=bpcgh probe_acc=0.20 argmax=['bpcgh', 'etiob', 'etiob', 'etiob', 'etiob']
[claude-haiku-4-5-20251001 curve r20] correct=dqnnu probe_acc=0.00 argmax=['dqdtu', 'dqdtu', 'dqdtu', 'dqdtu', 'dqdtu']
[claude-haiku-4-5-20251001 curve r1] correct=fouis probe_acc=0.20 argmax=['fouis', 'ivuia', 'ivuia', 'kaqve', 'ivuia']
[claude-haiku-4-5-20251001 curve r2] correct=pzccb probe_acc=0.80 argmax=['pzccb', 'pzccb', 'pzccb', 'pzccb', 'cmhtq']
[claude-haiku-4-5-20251001 curve r3] correct=fttbz probe_acc=0.80 argmax=['fttbz', 'iqtct', 'fttbz', 'fttbz', 'fttbz']
[claude-haiku-4-5-20251001 curve r4] correct=psbrj probe_acc=0.20 argmax=['psbrj', 'ieuim', 'ieuim', 'ieuim', 'ieuim']
[claude-haiku-4-5-20251001 curve r5] correct=mpyfu probe_acc=0.00 argmax=['raezz', 'raezz', 'raezz', 'raezz', 'raezz']
[claude-haiku-4-5-20251001 curve r6] correct=mjriu probe_acc=0.40 argmax=['mjriu', 'lvdex', 'mjriu', 'oznwj', 'oznwj']
[claude-haiku-4-5-20251001 curve r7] correct=hggkd probe_acc=0.80 argmax=['hggkd', 'hggkd', 'hggkd', 'egaob', 'hggkd']
[claude-haiku-4-5-20251001 curve r8] correct=ooeff probe_acc=0.60 argmax=['ooeff', 'eaprl', 'ooeff', 'cvqmd', 'ooeff']
[claude-haiku-4-5-20251001 curve r9] correct=agxwg probe_acc=0.80 argmax=['agxwg', 'agxwg', 'agxwg', 'cpciv', 'agxwg']
[claude-haiku-4-5-20251001 curve r10] correct=cwjsq probe_acc=0.20 argmax=['saxkl', 'saxkl', 'saxkl', 'lassb', 'cwjsq']
[claude-haiku-4-5-20251001 curve r11] correct=ljrdu probe_acc=0.20 argmax=['ljrdu', 'lnvmy', 'lnvmy', 'hpquf', 'lnvmy']
[claude-haiku-4-5-20251001 curve r12] correct=blrey probe_acc=0.60 argmax=['blrey', 'blrey', 'blrey', 'dhhkz', 'dhhkz']
[claude-haiku-4-5-20251001 curve r13] correct=bwfty probe_acc=0.80 argmax=['bwfty', 'bwfty', 'bwfty', 'ljxrg', 'bwfty']
[claude-haiku-4-5-20251001 curve r14] correct=cssei probe_acc=0.20 argmax=['cssei', 'evkae', 'evkae', 'dunpe', 'evkae']
[claude-haiku-4-5-20251001 curve r15] correct=goteg probe_acc=0.20 argmax=['csbri', 'csbri', 'csbri', 'goteg', 'csbri']
[claude-haiku-4-5-20251001 curve r16] correct=hlpof probe_acc=0.20 argmax=['hlpof', 'gaimt', 'gaimt', 'khzyj', 'gaimt']
[claude-haiku-4-5-20251001 curve r17] correct=dzgum probe_acc=0.60 argmax=['dzgum', 'dzgum', 'mwpjj', 'dzgum', 'mwpjj']
[claude-haiku-4-5-20251001 curve r18] correct=gwhah probe_acc=0.80 argmax=['gwhah', 'gwhah', 'gwhah', 'cmedn', 'gwhah']
[claude-haiku-4-5-20251001 curve r19] correct=bpcgh probe_acc=0.40 argmax=['bpcgh', 'etiob', 'etiob', 'bpcgh', 'etiob']
[claude-haiku-4-5-20251001 curve r20] correct=dqnnu probe_acc=0.00 argmax=['dqdtu', 'dqdtu', 'dqdtu', 'dyayn', 'dqdtu']
[claude-haiku-4-5-20251001 curve r1] correct=euktf probe_acc=0.20 argmax=['euktf', 'apeaz', 'apeaz', 'apeaz', 'apeaz']
[claude-haiku-4-5-20251001 curve r2] correct=fcabt probe_acc=1.00 argmax=['fcabt', 'fcabt', 'fcabt', 'fcabt', 'fcabt']
[claude-haiku-4-5-20251001 curve r3] correct=itebt probe_acc=0.80 argmax=['itebt', 'lyqsu', 'itebt', 'itebt', 'itebt']
[claude-haiku-4-5-20251001 curve r4] correct=jlbra probe_acc=0.80 argmax=['jlbra', 'hccqg', 'jlbra', 'jlbra', 'jlbra']
[claude-haiku-4-5-20251001 curve r5] correct=cknzw probe_acc=0.00 argmax=['gxdql', 'gxdql', 'gxdql', 'gxdql', 'gxdql']
[claude-haiku-4-5-20251001 curve r6] correct=jxfhg probe_acc=0.20 argmax=['jxfhg', 'efhnp', 'efhnp', 'efhnp', 'efhnp']
[claude-haiku-4-5-20251001 curve r7] correct=muizb probe_acc=1.00 argmax=['muizb', 'muizb', 'muizb', 'muizb', 'muizb']
[claude-haiku-4-5-20251001 curve r8] correct=mbcdw probe_acc=0.20 argmax=['mbcdw', 'hpjgx', 'hpjgx', 'hpjgx', 'hpjgx']
[claude-haiku-4-5-20251001 curve r9] correct=imqwf probe_acc=0.60 argmax=['imqwf', 'giosf', 'imqwf', 'imqwf', 'giosf']
[claude-haiku-4-5-20251001 curve r10] correct=bqzza probe_acc=0.00 argmax=['ayoss', 'ayoss', 'ayoss', 'ayoss', 'ayoss']
[claude-haiku-4-5-20251001 curve r11] correct=ctcow probe_acc=0.80 argmax=['ctcow', 'oqoma', 'ctcow', 'ctcow', 'ctcow']
[claude-haiku-4-5-20251001 curve r12] correct=dsooz probe_acc=1.00 argmax=['dsooz', 'dsooz', 'dsooz', 'dsooz', 'dsooz']
[claude-haiku-4-5-20251001 curve r13] correct=nvlzl probe_acc=0.60 argmax=['nvlzl', 'mvrkk', 'nvlzl', 'nvlzl', 'mvrkk']
[claude-haiku-4-5-20251001 curve r14] correct=dvahv probe_acc=0.20 argmax=['dvahv', 'eizoe', 'eizoe', 'eizoe', 'eizoe']
[claude-haiku-4-5-20251001 curve r15] correct=ngieo probe_acc=0.00 argmax=['mbbdh', 'mbbdh', 'mbbdh', 'mbbdh', 'mbbdh']
[claude-haiku-4-5-20251001 curve r16] correct=dthug probe_acc=0.20 argmax=['dthug', 'acyyr', 'acyyr', 'acyyr', 'acyyr']
[claude-haiku-4-5-20251001 curve r17] correct=egjvz probe_acc=1.00 argmax=['egjvz', 'egjvz', 'egjvz', 'egjvz', 'egjvz']
[claude-haiku-4-5-20251001 curve r18] correct=goese probe_acc=0.60 argmax=['goese', 'pmqwp', 'goese', 'fpkcs', 'goese']
[claude-haiku-4-5-20251001 curve r19] correct=hweog probe_acc=0.80 argmax=['hweog', 'eukuw', 'hweog', 'hweog', 'hweog']
[claude-haiku-4-5-20251001 curve r20] correct=bjyid probe_acc=0.20 argmax=['bwqev', 'bwqev', 'bwqev', 'bjyid', 'bwqev']
[claude-haiku-4-5-20251001 curve r1] correct=euktf probe_acc=0.40 argmax=['euktf', 'apeaz', 'apeaz', 'apeaz', 'euktf']
[claude-haiku-4-5-20251001 curve r2] correct=fcabt probe_acc=1.00 argmax=['fcabt', 'fcabt', 'fcabt', 'fcabt', 'fcabt']
[claude-haiku-4-5-20251001 curve r3] correct=itebt probe_acc=0.80 argmax=['itebt', 'lyqsu', 'itebt', 'itebt', 'itebt']
[claude-haiku-4-5-20251001 curve r4] correct=jlbra probe_acc=0.20 argmax=['jlbra', 'hccqg', 'hccqg', 'hccqg', 'hccqg']
[claude-haiku-4-5-20251001 curve r5] correct=cknzw probe_acc=0.00 argmax=['gxdql', 'gxdql', 'gxdql', 'gxdql', 'gxdql']
[claude-haiku-4-5-20251001 curve r6] correct=jxfhg probe_acc=0.00 argmax=['efhnp', 'efhnp', 'efhnp', 'efhnp', 'efhnp']
[claude-haiku-4-5-20251001 curve r7] correct=muizb probe_acc=0.80 argmax=['muizb', 'muizb', 'muizb', 'muizb', 'odgjn']
[claude-haiku-4-5-20251001 curve r8] correct=mbcdw probe_acc=0.40 argmax=['mbcdw', 'hpjgx', 'hpjgx', 'hpjgx', 'mbcdw']
[claude-haiku-4-5-20251001 curve r9] correct=imqwf probe_acc=0.60 argmax=['imqwf', 'giosf', 'imqwf', 'imqwf', 'ldfuv']
[claude-haiku-4-5-20251001 curve r10] correct=bqzza probe_acc=0.00 argmax=['ayoss', 'ayoss', 'ayoss', 'ayoss', 'ayoss']
[claude-haiku-4-5-20251001 curve r11] correct=ctcow probe_acc=0.20 argmax=['ctcow', 'oqoma', 'oqoma', 'jlslu', 'jlslu']
[claude-haiku-4-5-20251001 curve r12] correct=dsooz probe_acc=0.80 argmax=['dsooz', 'dsooz', 'dsooz', 'fsklb', 'dsooz']
[claude-haiku-4-5-20251001 curve r13] correct=nvlzl probe_acc=0.60 argmax=['nvlzl', 'mvrkk', 'nvlzl', 'nvlzl', 'mvrkk']
[claude-haiku-4-5-20251001 curve r14] correct=dvahv probe_acc=0.60 argmax=['dvahv', 'eizoe', 'dvahv', 'eizoe', 'dvahv']
[claude-haiku-4-5-20251001 curve r15] correct=ngieo probe_acc=0.00 argmax=['mbbdh', 'mbbdh', 'mbbdh', 'mbbdh', 'mbbdh']
[claude-haiku-4-5-20251001 curve r16] correct=dthug probe_acc=0.20 argmax=['dthug', 'acyyr', 'cmqez', 'cmqez', 'cmqez']
[claude-haiku-4-5-20251001 curve r17] correct=egjvz probe_acc=0.80 argmax=['egjvz', 'egjvz', 'egjvz', 'kmrqv', 'egjvz']
[claude-haiku-4-5-20251001 curve r18] correct=goese probe_acc=0.40 argmax=['goese', 'pmqwp', 'goese', 'pmqwp', 'pmqwp']
[claude-haiku-4-5-20251001 curve r19] correct=hweog probe_acc=0.60 argmax=['hweog', 'eukuw', 'eukuw', 'hweog', 'hweog']
[claude-haiku-4-5-20251001 curve r20] correct=bjyid probe_acc=0.20 argmax=['bwqev', 'bwqev', 'bwqev', 'bjyid', 'bwqev']
